balls_remaining,runs_needed,wickets_left,rrr,target_score,pressure
95,86,10,5.431578947368421,120,1.8008572451402474
10,1,1,0.6000000000000001,171,8.08324178761774
6,1,1,1.0,224,7.887592697821151
94,134,6,8.553191489361701,153,5.1642095003036514
33,33,2,6.0,212,7.073209640527533
19,1,2,0.3157894736842105,203,6.635723375117396
56,81,5,8.678571428571429,121,6.0985532161848415
72,110,8,9.166666666666666,195,5.387911465479135
66,135,6,12.272727272727273,232,7.430027262735344
102,134,9,7.882352941176471,169,3.0259892298051807
25,22,4,5.28,139,6.681681196736341
89,188,4,12.674157303370785,228,6.6389771270819
33,86,3,15.636363636363637,175,10.0
8,1,1,0.75,216,7.990864088733445
39,41,3,6.307692307692308,211,7.402922210057961
61,119,8,11.704918032786885,208,5.556284754487386
34,35,5,6.1764705882352935,131,6.887090089700338
78,175,6,13.461538461538462,236,7.218920079215477
58,82,4,8.482758620689655,140,6.7793801170328365
30,102,4,20.4,172,10.0
3,110,1,220.0,219,10.0
53,37,6,4.188679245283018,137,4.976458899635884
52,50,3,5.769230769230769,141,7.278685520790165
113,116,9,6.159292035398231,124,1.2875487237998136
78,74,6,5.692307692307692,151,4.703379577051626
47,46,4,5.872340425531915,158,7.177632221538475
75,147,6,11.76,226,6.334651655532391
107,124,8,6.953271028037383,131,3.442176498905083
54,126,4,14.0,221,7.648882929415227
96,172,8,10.75,210,4.124775178634704
2,54,1,162.0,122,10.0
65,155,6,14.307692307692307,209,6.739406702630425
59,106,6,10.779661016949152,195,7.043844464619391
25,39,3,9.36,171,8.524400533499033
50,119,2,14.28,195,10.0
78,119,5,9.153846153846153,180,5.969656506722266
82,160,4,11.707317073170731,195,7.21386119608499
79,113,8,8.582278481012658,225,4.303583921978189
77,121,4,9.428571428571429,154,6.97995154504768
75,121,6,9.68,239,5.988156806758641
41,5,6,0.7317073170731707,223,3.848258507505962
60,39,4,3.9000000000000004,129,5.7609539072666855
78,107,5,8.23076923076923,149,5.465376539568001
56,125,3,13.392857142857142,171,8.863393300048243
73,150,7,12.328767123287673,216,6.189549662427622
65,98,4,9.046153846153846,147,6.848199485204085
3,53,1,106.0,174,10.0
63,141,5,13.428571428571429,216,8.44480282414835
57,67,3,7.052631578947369,187,6.502683774081875
52,80,3,9.230769230769232,175,7.65946070972675
70,119,4,10.2,180,7.21202658366731
40,130,3,19.5,218,10.0
27,118,6,26.22222222222222,239,10.0
72,103,7,8.583333333333334,177,5.038781929224017
105,161,7,9.200000000000001,183,2.8235531293870206
40,88,3,13.200000000000001,211,8.310097065473231
8,1,2,0.75,171,6.877720366549594
107,189,10,10.598130841121495,209,2.8574737577221283
84,106,8,7.571428571428571,163,4.791578117538978
21,69,3,19.714285714285715,239,10.0
54,37,6,4.111111111111112,146,4.704673065410534
7,91,2,78.0,195,10.0
47,160,5,20.425531914893618,239,9.445594380268904
15,22,2,8.799999999999999,195,8.948583890996845
94,168,10,10.72340425531915,210,3.6655098923600966
95,116,5,7.326315789473684,139,5.671407896604055
2,1,1,3.0,181,8.583554015572103
52,55,2,6.346153846153847,162,6.890073409006559
20,1,3,0.30000000000000004,183,6.312690017406147
38,32,6,5.052631578947368,192,5.158292732808562
52,120,4,13.846153846153845,179,8.660729114841104
13,63,1,29.076923076923073,145,10.0
101,171,8,10.158415841584159,190,3.950888188546508
17,1,2,0.3529411764705882,133,6.9092260317192045
15,1,2,0.4,213,5.755491451892597
79,163,7,12.379746835443036,206,6.0677786982373485
118,122,10,6.203389830508474,123,1.6681701031412366
37,72,7,11.675675675675677,131,7.9632436333001015
2,1,1,3.0,185,8.409057028007824
51,35,5,4.117647058823529,208,5.6354022816725315
26,22,3,5.076923076923077,230,6.842650887199312
55,82,5,8.945454545454545,158,6.596564028859074
52,56,2,6.461538461538462,209,8.76542187245141
88,98,8,6.681818181818182,144,4.072104211867572
94,143,10,9.127659574468085,176,3.0090766994579794
49,93,5,11.387755102040817,220,7.451473175659603
49,102,5,12.489795918367347,227,6.501594694719894
81,114,7,8.444444444444445,192,4.639105499873555
111,128,10,6.918918918918919,141,2.1865633742218455
111,124,9,6.702702702702702,131,2.3376316630455034
1,1,1,6.0,236,8.69564233770313
56,83,6,8.892857142857142,175,5.889918018451475
34,1,7,0.1764705882352941,198,4.715056570264203
9,1,3,0.6666666666666666,122,5.894318617065705
78,101,8,7.76923076923077,168,4.660370094325151
104,116,9,6.6923076923076925,125,3.123432164595549
116,164,10,8.482758620689655,168,2.689321270568776
44,18,6,2.4545454545454546,153,4.874199820799151
70,81,2,6.942857142857143,189,6.897469034777207
12,1,3,0.5,160,6.587673721690903
110,140,10,7.636363636363637,151,1.9813294319659822
119,120,10,6.050420168067227,120,1.1026734127784354
52,37,3,4.269230769230769,123,6.549444283168948
44,41,3,5.590909090909091,155,6.67212201497142
16,31,2,11.625,148,10.0
54,98,5,10.88888888888889,238,6.223906412390421
93,120,8,7.741935483870968,168,3.6242391705747115
21,1,4,0.2857142857142857,152,6.090994063471999
19,36,4,11.368421052631579,202,9.190548590184882
38,29,4,4.578947368421053,155,5.882412248456543
103,158,9,9.20388349514563,180,3.098452436934641
99,93,9,5.636363636363637,125,2.7459136073063055
44,63,7,8.590909090909092,150,6.418489407504049
16,69,3,25.875,125,10.0
13,12,1,5.538461538461538,224,9.019219329275694
80,72,8,5.4,124,4.239615272526484
84,133,7,9.5,219,5.925650611746564
36,33,4,5.5,162,6.288390692849226
87,168,8,11.586206896551724,204,5.4929977467761555
12,94,1,47.0,197,10.0
72,145,5,12.083333333333332,227,6.791101235408864
3,1,2,2.0,179,7.8865147456188245
86,150,7,10.465116279069768,213,4.145929758506053
117,137,10,7.0256410256410255,139,1.6508078216410331
119,150,10,7.563025210084033,150,2.3160445089961366
36,126,2,21.0,215,10.0
59,92,4,9.35593220338983,147,8.537594634669954
77,140,9,10.909090909090908,184,4.520492633962621
89,188,4,12.674157303370785,229,7.513411388146394
94,94,8,6.0,122,3.7548066519174763
42,91,3,13.0,157,8.240589632415809
83,93,9,6.72289156626506,143,2.211164611436426
29,71,3,14.689655172413792,159,9.271631843653793
1,1,2,6.0,167,9.388166077053596
98,104,8,6.36734693877551,134,3.083634020710806
37,6,4,0.972972972972973,182,5.602619157445161
72,143,3,11.916666666666668,220,8.318428669797452
37,1,3,0.16216216216216217,192,5.947113307839492
102,168,7,9.882352941176471,201,4.814469711699858
103,127,8,7.398058252427184,152,3.6490295716737613
14,95,1,40.714285714285715,170,10.0
71,79,5,6.67605633802817,159,5.629016363190597
19,69,1,21.789473684210527,187,10.0
85,97,6,6.847058823529411,165,4.010714877896158
15,37,2,14.8,179,10.0
102,165,9,9.705882352941178,185,3.077138011896298
59,83,6,8.440677966101696,220,6.1476613691215745
8,15,2,11.25,191,9.739337132676312
92,123,8,8.021739130434781,162,3.9536709998265573
90,128,8,8.533333333333333,202,3.9702694432083274
8,43,2,32.25,135,10.0
112,161,10,8.625,170,2.8303173547389773
39,106,4,16.307692307692307,163,9.61562168776751
59,84,4,8.542372881355933,178,6.917126225471005
15,49,2,19.6,161,10.0
38,47,1,7.421052631578948,145,9.066140993726906
13,53,3,24.46153846153846,196,10.0
35,13,3,2.2285714285714286,144,6.590556780983221
8,1,1,0.75,128,7.874328797672216
96,129,8,8.0625,153,3.870329941934071
57,137,5,14.421052631578947,190,8.101476702954736
42,29,2,4.142857142857142,149,6.946502691569333
57,94,4,9.894736842105264,166,6.7049966952824205
50,76,2,9.120000000000001,126,8.8816102319557
74,144,6,11.675675675675677,228,6.574757708517711
112,120,10,6.428571428571429,131,3.1308806289013225
64,79,3,7.40625,170,7.235227642079397
43,74,5,10.325581395348838,146,7.642585811015189
73,84,5,6.904109589041095,130,5.620425246180653
26,32,3,7.384615384615385,160,7.065475206109714
59,150,6,15.254237288135592,231,8.851304984309596
8,48,3,36.0,149,10.0
100,192,10,11.52,212,3.3926909385898254
93,145,9,9.35483870967742,198,5.380013536912789
21,42,2,12.0,240,8.769725567910665
8,63,2,47.25,161,10.0
51,39,8,4.588235294117647,224,4.462438056371293
82,111,6,8.121951219512196,197,4.7018623489972695
46,93,5,12.130434782608695,145,8.579695983949655
53,117,8,13.245283018867926,187,6.165502889522952
93,151,7,9.741935483870968,212,5.652829844568501
58,102,6,10.551724137931034,211,5.235544166313688
8,1,2,0.75,184,7.747819719088209
77,104,8,8.103896103896105,143,3.8472608120704397
35,9,4,1.5428571428571427,155,5.951614927395178
84,166,7,11.857142857142858,200,5.459407272252673
32,1,2,0.1875,141,6.001003972723479
65,51,6,4.707692307692308,155,4.846558973021806
118,131,9,6.6610169491525415,133,2.2427751513898433
105,142,8,8.114285714285714,161,3.49000032789017
59,123,4,12.508474576271187,206,8.795016334377099
83,87,7,6.289156626506024,160,4.114579632395831
30,1,3,0.2,146,6.280637347451274
69,56,8,4.869565217391305,136,2.7097419683442383
73,95,8,7.808219178082192,140,4.750857280847256
100,111,8,6.66,128,2.2889559252667153
83,126,8,9.108433734939759,160,4.195604776920435
110,123,10,6.709090909090909,139,2.6425868300244373
46,41,4,5.3478260869565215,182,5.5285744558573855
45,14,4,1.8666666666666667,169,4.96265150749388
1,1,1,6.0,204,8.955574425373635
23,1,3,0.2608695652173913,191,5.385095850244565
73,84,5,6.904109589041095,172,6.247889289164878
105,156,7,8.914285714285715,167,4.5875465732312835
9,76,1,50.66666666666667,186,10.0
42,13,3,1.8571428571428572,160,5.76179518613855
86,162,10,11.30232558139535,230,3.809780840534318
13,35,2,16.153846153846153,154,10.0
56,65,4,6.964285714285715,123,5.885668891351976
110,164,8,8.945454545454545,180,2.738240970298925
80,119,7,8.925,146,5.041410704258412
75,187,8,14.959999999999999,233,6.815506878341002
53,37,5,4.188679245283018,177,5.594378531709185
106,128,10,7.245283018867925,148,2.1456500530963516
84,148,7,10.571428571428571,203,5.242043693951067
34,61,5,10.764705882352942,233,7.836820238215526
82,118,8,8.634146341463413,173,4.212717745448527
16,86,4,32.25,227,10.0
103,206,9,12.0,228,4.157584705741915
81,107,9,7.9259259259259265,177,3.9249218745793555
16,1,2,0.375,240,6.333477706603574
104,172,10,9.923076923076923,191,2.6680131767769284
113,154,10,8.176991150442477,166,1.9770054908064112
35,16,4,2.742857142857143,233,6.371854214306268
101,134,9,7.96039603960396,172,3.3084603694399153
116,118,10,6.1034482758620685,120,1.8374779710005729
97,101,9,6.247422680412372,132,2.6752226624502544
38,8,5,1.263157894736842,211,4.4938309427876115
98,108,9,6.612244897959183,122,3.218029820257179
67,64,5,5.731343283582089,162,5.1991404019069005
43,80,4,11.162790697674419,158,7.167639725547803
24,1,2,0.25,120,7.017386446453338
8,1,1,0.75,231,8.111176449265773
113,164,8,8.707964601769913,171,3.7793665281832136
114,117,8,6.157894736842106,125,2.751348234058113
109,152,9,8.36697247706422,173,3.47423196516025
10,1,2,0.6000000000000001,235,7.680130840543728
96,93,7,5.8125,123,3.1651679914611583
20,1,1,0.30000000000000004,236,7.349129583564581
34,98,3,17.294117647058822,237,10.0
95,176,8,11.11578947368421,234,3.8390716407730126
51,28,5,3.294117647058824,120,4.018859432363673
37,28,2,4.54054054054054,182,6.73648053116961
11,86,1,46.90909090909091,177,10.0
71,113,6,9.549295774647888,211,6.140136881505829
61,134,4,13.18032786885246,209,7.49584900431199
18,60,3,20.0,156,10.0
48,18,8,2.25,157,2.7094330197938885
32,93,1,17.4375,158,10.0
114,178,9,9.368421052631579,185,2.6927794156043032
60,147,4,14.700000000000001,235,9.19091124537836
66,126,4,11.454545454545455,236,8.080834989305522
15,25,2,10.0,132,8.4402268789813
8,76,1,57.0,203,10.0
103,129,9,7.514563106796118,144,4.294487166695014
31,4,4,0.7741935483870968,240,4.900815380909232
14,62,5,26.571428571428573,155,10.0
107,118,8,6.6168224299065415,139,2.877580688785255
92,112,7,7.304347826086957,146,3.8301998050965538
116,203,10,10.5,210,3.6721945365476976
16,56,2,21.0,225,10.0
23,1,2,0.2608695652173913,227,6.61687353477473
70,88,6,7.542857142857143,175,5.490018786219393
27,40,1,8.88888888888889,170,8.72925945062501
53,100,3,11.320754716981131,154,8.169302889783898
73,74,7,6.082191780821918,164,4.505216653632358
62,135,7,13.064516129032256,237,5.9958074255759675
105,148,9,8.457142857142857,161,3.0226678605188813
35,56,4,9.600000000000001,171,8.033452116282959
99,105,7,6.363636363636363,132,4.185817349623113
103,137,9,7.980582524271846,155,3.202667825055901
104,121,9,6.980769230769232,141,2.5770168350010576
3,1,1,2.0,168,8.880469467621863
112,216,10,11.571428571428571,230,3.359271310749326
27,1,2,0.2222222222222222,166,6.609287826928068
72,135,6,11.25,221,7.120495780207136
69,59,7,5.130434782608695,133,4.383885500040388
112,130,9,6.964285714285715,135,2.0603364964900543
72,83,6,6.916666666666666,198,4.820407040355196
72,131,3,10.916666666666666,239,7.00846340015265
49,32,5,3.9183673469387754,145,5.360777573760278
20,53,2,15.899999999999999,209,10.0
112,146,8,7.821428571428571,160,2.9518957587499695
15,1,2,0.4,230,5.630174725861674
81,83,7,6.148148148148149,138,3.6480804253879824
50,96,3,11.52,151,7.792651257913635
15,7,1,2.8,203,7.985797816997459
53,27,6,3.0566037735849054,124,4.57165730468788
95,186,7,11.747368421052633,222,5.3609210254922735
97,138,10,8.536082474226804,152,2.7655855230347957
19,33,3,10.421052631578949,223,9.190505782253958
108,212,8,11.777777777777779,225,4.588814204060598
58,58,5,6.0,192,6.683875510331127
54,48,4,5.333333333333333,145,5.481295246805067
2,1,1,3.0,134,7.986733847142292
110,141,9,7.6909090909090905,158,2.8460352374986297
78,152,10,11.692307692307692,237,4.463806433888939
108,194,10,10.777777777777779,223,3.463594908834421
18,113,3,37.666666666666664,224,10.0
35,72,3,12.342857142857142,152,8.997812062796225
9,63,1,42.0,135,10.0
86,89,6,6.209302325581396,140,5.202365049251136
93,168,9,10.838709677419354,227,4.582163484146608
3,5,1,10.0,142,10.0
49,68,5,8.326530612244898,146,7.300437765414031
81,83,7,6.148148148148149,121,3.7907899644010525
42,43,3,6.142857142857142,188,7.541026836636884
108,147,9,8.166666666666668,164,2.9572809710352006
79,126,7,9.569620253164558,224,5.267024917466063
64,56,5,5.25,142,4.319460567274179
50,48,5,5.76,129,5.897448104814535
35,41,2,7.0285714285714285,149,8.098108055959992
98,105,8,6.428571428571429,123,4.333719474336324
28,115,4,24.64285714285714,201,10.0
31,11,3,2.129032258064516,238,6.89096640703785
40,15,2,2.25,169,6.669251841397852
42,27,5,3.8571428571428577,155,5.543801732313207
21,83,3,23.714285714285715,205,10.0
97,176,10,10.88659793814433,212,3.856162268372371
98,160,6,9.795918367346939,188,5.429721678424341
85,97,9,6.847058823529411,155,2.7326603141965498
79,159,9,12.075949367088608,234,4.572501064009357
26,108,2,24.923076923076927,189,10.0
13,1,1,0.46153846153846156,124,7.757450766517062
26,12,2,2.769230769230769,155,7.073284319036112
33,51,3,9.272727272727273,228,8.673241335523741
108,131,9,7.277777777777779,148,3.4031588581142485
48,69,4,8.625,135,7.075823972321701
80,138,4,10.350000000000001,214,6.616974025348217
61,82,5,8.065573770491802,133,5.083780628844437
109,124,10,6.825688073394495,139,2.1475976299730184
69,152,9,13.217391304347826,209,5.689310725696593
85,179,9,12.63529411764706,238,5.18465369457572
3,1,1,2.0,141,8.113694338666871
118,199,10,10.118644067796609,203,2.683092612768624
37,1,4,0.16216216216216217,129,5.341786673982925
41,104,2,15.21951219512195,168,9.898978411875405
100,134,8,8.040000000000001,150,3.5719457787620503
79,121,6,9.189873417721518,176,6.040723956229963
77,119,4,9.272727272727273,192,6.7341140434895586
64,66,4,6.1875,164,5.7960422604378685
55,132,6,14.399999999999999,235,7.3280106823310245
42,7,1,1.0,134,7.071212056278919
92,136,6,8.869565217391305,179,4.716009753609497
64,88,6,8.25,139,5.485216767175397
27,62,2,13.777777777777779,240,10.0
48,85,4,10.625,147,8.237272309649079
91,147,8,9.692307692307693,194,5.125174250308258
62,107,6,10.35483870967742,142,5.309589222330233
79,147,6,11.164556962025316,185,5.52874708295592
98,122,7,7.469387755102041,141,3.6703754191886344
91,152,9,10.021978021978022,226,4.620134625792047
9,1,1,0.6666666666666666,190,7.536843010163896
13,17,3,7.846153846153847,140,8.695602822838659
108,138,9,7.666666666666666,153,2.752989656148761
26,79,4,18.23076923076923,183,10.0
12,83,2,41.5,196,10.0
70,157,5,13.457142857142857,201,6.859809515121455
65,74,5,6.8307692307692305,180,5.951233202278237
84,151,10,10.785714285714286,237,4.394726133435792
35,1,3,0.17142857142857143,125,5.298684473646988
26,1,3,0.23076923076923078,222,6.586045823204429
38,72,5,11.368421052631579,146,7.899316159501439
97,139,9,8.597938144329897,155,3.0138673115540064
118,202,10,10.271186440677967,205,2.5797829224153883
36,22,2,3.666666666666667,170,7.167349619340748
41,127,5,18.585365853658537,229,9.516295764467886
16,1,4,0.375,143,5.36297201964183
92,172,8,11.217391304347826,232,5.02451108053495
32,112,3,21.0,232,10.0
77,153,8,11.922077922077923,200,5.517928881398743
101,130,5,7.7227722772277225,153,5.092632697139602
62,78,5,7.548387096774194,159,6.411924383288857
40,101,2,15.149999999999999,205,10.0
75,79,8,6.319999999999999,161,4.267500134657186
63,137,6,13.047619047619047,182,7.391902066959031
119,126,10,6.352941176470589,127,1.9145521742982667
100,162,10,9.72,176,3.811285811057828
72,126,7,10.5,177,5.646182522310381
45,90,3,12.0,213,9.27641868000257
15,9,2,3.5999999999999996,125,8.58653990408156
67,109,7,9.761194029850746,140,6.021372256847451
60,100,4,10.0,209,6.449843856693675
80,129,7,9.675,175,4.65055710218659
33,120,4,21.818181818181817,217,10.0
16,1,1,0.375,180,7.154584698701138
70,52,7,4.457142857142857,120,4.298885133995262
20,72,1,21.6,154,10.0
81,156,6,11.555555555555555,211,6.287134943679882
73,96,6,7.890410958904109,137,5.094662790994254
77,88,6,6.857142857142857,138,4.427274186514458
71,63,5,5.323943661971831,130,5.186657513889616
52,78,4,9.0,129,7.6650587757482
66,147,8,13.363636363636363,196,5.990932701036819
92,128,8,8.347826086956522,166,3.230670642522307
24,7,1,1.75,186,7.410456363022672
103,145,9,8.446601941747574,160,3.5868898256903785
66,89,8,8.09090909090909,141,5.273270822665222
106,198,8,11.20754716981132,228,4.596585776086315
98,170,8,10.408163265306122,212,5.1037361859228785
43,62,3,8.651162790697674,164,7.612914995593565
118,146,10,7.423728813559322,147,1.4552719158305494
75,95,5,7.6,177,5.721805703301187
47,101,5,12.893617021276597,177,7.228477911342459
71,96,7,8.112676056338028,238,5.504152713848477
81,152,6,11.25925925925926,223,6.54406027539618
104,162,9,9.346153846153847,202,2.4807558068579425
83,109,9,7.879518072289156,173,3.630225071990295
44,130,5,17.727272727272727,205,9.275515711569488
27,39,1,8.666666666666666,189,9.174391759177107
77,147,6,11.454545454545455,225,5.837324935145417
24,49,4,12.25,159,9.797371759715805
104,172,7,9.923076923076923,198,4.657385485033457
77,181,6,14.103896103896105,221,6.261410988530652
54,71,4,7.888888888888889,157,7.058277128155488
83,124,9,8.963855421686747,161,3.7615975457543422
84,139,7,9.928571428571427,225,4.691896667427402
50,26,5,3.12,129,5.147125742637191
18,59,2,19.666666666666664,240,10.0
115,153,10,7.982608695652175,158,2.327737063689452
62,135,6,13.064516129032256,185,7.890892399955881
29,83,3,17.17241379310345,174,10.0
3,47,2,94.0,206,10.0
17,29,1,10.235294117647058,152,10.0
11,16,1,8.727272727272727,190,9.639273735571699
107,147,8,8.242990654205608,169,3.090948723677532
33,33,4,6.0,170,7.234495913682285
22,78,2,21.272727272727273,153,10.0
14,9,3,3.8571428571428577,123,7.4704395043781675
27,2,4,0.4444444444444444,240,6.226394176672238
38,85,3,13.421052631578949,129,8.324419587454198
72,59,7,4.916666666666666,141,3.2057036913225323
33,95,3,17.272727272727273,151,10.0
45,46,3,6.133333333333333,136,7.2829464695155846
58,56,5,5.793103448275862,168,5.586307400095525
86,151,9,10.534883720930232,176,4.768842797957508
11,65,3,35.45454545454545,129,10.0
57,120,6,12.631578947368421,196,6.792962932352755
27,77,2,17.11111111111111,141,10.0
99,155,9,9.393939393939394,206,4.307394964264297
10,70,2,42.0,217,10.0
56,93,7,9.964285714285715,186,7.656542689514639
113,207,9,10.991150442477876,224,3.979047593371128
64,49,5,4.59375,145,5.280494196428178
83,93,6,6.72289156626506,150,5.274847624574752
39,10,7,1.5384615384615383,219,3.3136776521347766
49,51,2,6.244897959183674,138,7.928887515997487
112,202,9,10.821428571428571,214,3.6748817549533856
1,101,1,606.0,213,10.0
38,88,5,13.894736842105264,196,7.687528480113003
103,153,8,8.912621359223301,186,4.17509484005778
96,152,10,9.5,172,2.8172621200713404
63,69,8,6.571428571428572,229,4.0483761958870375
56,144,5,15.42857142857143,240,7.985017208483883
49,91,4,11.142857142857142,162,7.359293367858318
113,194,10,10.300884955752213,201,3.4973028171045106
2,1,1,3.0,127,7.82870086541355
95,160,9,10.105263157894736,215,4.094533150210152
39,81,2,12.461538461538463,146,8.935246110937483
105,210,8,12.0,224,4.548110518220326
63,73,3,6.9523809523809526,144,6.827230594071787
104,147,10,8.480769230769232,164,1.9242576160544704
22,1,4,0.2727272727272727,235,5.003707674774183
76,108,9,8.526315789473685,132,3.2839729810119067
101,212,8,12.594059405940595,237,5.057838770636373
44,106,5,14.454545454545455,236,7.945676014699467
63,117,7,11.142857142857142,163,6.47405601793259
84,114,6,8.142857142857142,142,5.031964504945092
85,116,7,8.188235294117646,148,5.495414278190664
50,77,5,9.24,121,7.243814441710071
107,153,10,8.57943925233645,167,2.990854825080544
39,39,6,6.0,148,5.512458294860943
24,45,3,11.25,144,8.485365505276912
2,1,1,3.0,176,8.652984961686387
73,101,7,8.301369863013699,145,5.068873169698336
40,27,5,4.050000000000001,240,5.786149715992086
21,83,3,23.714285714285715,195,10.0
5,34,1,40.8,142,10.0
60,82,6,8.2,213,6.135272789706339
44,15,3,2.0454545454545454,215,5.945797382760201
52,75,7,8.653846153846153,147,5.349780590857014
40,73,6,10.95,181,7.625061156183558
102,126,9,7.411764705882353,155,3.403143127302828
88,167,8,11.386363636363637,206,4.83319007091758
3,1,1,2.0,173,7.791300347844483
10,1,1,0.6000000000000001,161,8.420866748979211
56,64,3,6.857142857142857,130,7.046448788362817
39,1,6,0.15384615384615385,142,4.233804742555315
93,171,5,11.032258064516128,199,6.043820111981993
119,150,10,7.563025210084033,151,2.0534198352772153
96,160,10,10.0,203,3.529137240076457
23,87,5,22.695652173913043,191,10.0
8,1,1,0.75,191,7.322727275892918
9,23,1,15.333333333333332,216,10.0
94,191,8,12.191489361702128,229,5.100015213633835
97,181,9,11.195876288659793,240,3.5892445603585204
65,132,6,12.184615384615384,215,7.445390656542162
81,136,7,10.074074074074073,178,5.846117964518545
116,132,10,6.827586206896552,136,0.914675077431365
18,1,2,0.3333333333333333,148,7.418248524771019
65,57,1,5.2615384615384615,127,6.890647278551891
113,117,9,6.212389380530974,124,1.8282149231290195
112,187,10,10.017857142857142,193,2.537997576393891
62,138,7,13.354838709677418,195,7.146408123206801
30,119,3,23.8,229,10.0
98,191,6,11.693877551020408,218,5.723135795334915
115,157,10,8.191304347826087,161,2.8591214141540524
118,205,10,10.423728813559322,207,3.584433168618431
59,61,9,6.203389830508474,199,2.6677539967297124
68,66,7,5.823529411764706,156,4.1488103860366845
32,65,3,12.1875,129,9.500175259578034
27,1,4,0.2222222222222222,175,5.377285458952682
7,1,1,0.8571428571428571,203,7.123090480910671
28,1,2,0.21428571428571427,131,7.216486151446572
49,78,4,9.551020408163264,152,6.978222734946987
54,65,4,7.222222222222222,154,6.827572545990684
103,152,9,8.854368932038835,166,3.5784483091578276
49,70,3,8.571428571428571,198,8.073828570757662
1,31,1,186.0,194,10.0
49,25,6,3.0612244897959187,203,4.710513447573814
33,71,3,12.909090909090908,209,8.156911387110519
69,109,6,9.478260869565217,155,4.794458690029412
22,1,2,0.2727272727272727,186,6.333701910945593
23,1,2,0.2608695652173913,142,6.6002186712199205
20,1,2,0.30000000000000004,148,6.848403885626428
43,70,6,9.767441860465116,153,7.034064108837384
112,215,9,11.517857142857142,232,4.509742907105729
54,105,6,11.666666666666666,212,6.115816821503871
20,23,3,6.8999999999999995,183,7.859822978671536
17,1,5,0.3529411764705882,180,5.307888695407829
109,116,10,6.385321100917432,129,1.5677314320718976
69,49,6,4.260869565217392,126,4.283665311952619
103,124,6,7.223300970873786,142,3.3805956742652272
27,6,4,1.3333333333333333,155,5.524928805874301
98,117,9,7.163265306122449,134,3.6354998928923603
69,106,4,9.217391304347826,178,6.716051053811045
33,1,4,0.18181818181818182,149,4.532472070428922
67,66,6,5.91044776119403,148,5.130718209337984
73,97,4,7.972602739726027,190,6.697297519727593
25,1,4,0.24,189,5.398211205155482
72,80,6,6.666666666666667,142,3.886642883973203
98,198,8,12.122448979591836,238,5.158518873930362
69,88,8,7.652173913043478,145,4.511964400653435
